"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","N","n_1","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#50 Ren et al (2023)","LELakeTrout20190424F001",73,4840,0,NA,NA,9,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/20/19","Summer",2019,41.99293498,0.431541746,NA,0.604158444,2.40094135,2.597096689,0.635543299,0.878775919,0.384464465,NA
"#50 Ren et al (2023)","LELakeTrout20190424F002",60.3,2520,0,NA,NA,4,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/20/19","Summer",2019,38.79200676,0.366845939,NA,1.069316887,2.052776213,1.888866325,0.390261637,0.569781991,0.218546517,NA
"#50 Ren et al (2023)","LELakeTrout20190424F003",63.2,2816,0,NA,NA,4,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/20/19","Summer",2019,72.82177733,0.510023391,NA,2.231352337,3.904866589,2.757313959,0.701282163,1.362718749,0.486116045,NA
"#50 Ren et al (2023)","LELakeTrout20190424F004",64.8,3168,1,NA,NA,4,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/22/19","Summer",2019,22.9648436,0.241407308,NA,0.506176614,1.923471132,1.627552496,0.397153958,0.552900609,0.233619976,NA
"#50 Ren et al (2023)","LELakeTrout20190424F005",64.5,3008,0,NA,NA,4,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/22/19","Summer",2019,58.87442891,0.395807524,NA,2.110973459,3.04228528,1.831579913,0.457894978,0.752810388,0.279393546,NA
"#50 Ren et al (2023)","LELakeTrout20190424F006",74,3942,1,NA,NA,NA,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/20/19","Summer",2019,25.80764071,0.189316613,NA,NA,1.665986196,0.832993098,0.265043258,0.408923885,0.143880626,NA
"#50 Ren et al (2023)","LELakeTrout20190424F007",68.7,3748,1,NA,NA,6,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/13/19","Summer",2019,34.95072474,0.754501816,NA,1.037439997,2.530724841,1.689769692,0.40082909,0.510860604,0.212203636,NA
"#50 Ren et al (2023)","LELakeTrout20190424F008",69.5,3402,0,NA,NA,6,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/13/19","Summer",2019,66.1905091,1.075373501,NA,1.55802145,3.446275707,1.778176655,0.541920504,0.779010725,0.338700315,NA
"#50 Ren et al (2023)","LELakeTrout20190424F009",71.3,4908,0,NA,NA,6,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/16/19","Summer",2019,33.0834712,0.817683421,NA,0.834037089,2.354928252,1.96244021,0.506963721,0.605085731,0.294366031,NA
"#50 Ren et al (2023)","LELakeTrout20190424F010",70.5,3460,0,NA,NA,8,-22,18.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/16/19","Summer",2019,25.33670598,0.510922005,NA,0.43554007,1.675154114,1.691905655,0.402036987,0.469043152,0.259648888,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424001_YAO",11.05333333,7.867333333,NA,"YAO",NA,NA,-24.8,14.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,15,"10/23/19","Summer",2019,20.41645088,0.0677628891404752,NA,1.41110428,1.299701311,0.20795221,0.163391022,0.311928315,0.0558807248738791,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424001_YOY",5.991472868,0.902325581,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.4,15.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,129,"10/23/19","Summer",2019,5.596903354,0.0834229932942805,NA,0.460743731,0.513615962,0.483403259,0.090638111,0.173723046,0.0508726336072725,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424002_YAO",11.22,8.110666667,NA,"YAO",NA,NA,-24.8,14.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,15,"10/23/19","Summer",2019,22.10964344,0.592810698,NA,1.683289637,1.390543613,0.812370216,0.161010313,0.453756337,0.117098409,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424002_YOY",5.970542636,0.940620155,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.4,15.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,129,"10/23/19","Summer",2019,4.756376008,0.246793095,NA,0.411321825,0.478629032,0.463671875,0.0596976719154333,0.172007308,0.0651598985326261,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424003_YAO",10.81875,7.805,NA,"YAO",NA,NA,-24.8,14.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,16,"10/23/19","Summer",2019,23.35583322,0.0380100394198106,NA,1.57150618,1.316039658,0.774140975,0.162569605,0.456743175,0.116121146,NA
"#50 Ren et al (2023)","LERainbowSmelt20190424003_YOY",5.885384615,0.871846154,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.4,15.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,130,"10/23/19","Summer",2019,4.977831007,0.363460677,NA,0.426671229,0.553092334,0.58469761,0.102717148,0.173829019,0.0537581531783831,NA
"#50 Ren et al (2023)","LERoundGoby20190424001_YAO",8.2125,7.293125,NA,"YAO",NA,NA,-24.6,13.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,16,"10/23/19","Summer",2019,1.86086197,0.0445743278105211,NA,0.126696985,0.443439448,0.538462187,0.142534108,0.237556847,0.0702136167062969,NA
"#50 Ren et al (2023)","LERoundGoby20190424001_YOY",4.64516129,1.309193548,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.5,14.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,62,"10/23/19","Summer",2019,5.956556478,0.0717844858659903,NA,0.364054817,1.037943522,1.394252492,0.340817276,0.511225914,0.201392027,NA
"#50 Ren et al (2023)","LERoundGoby20190424002_YAO",8.2875,7.27,NA,"YAO",NA,NA,-24.6,13.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,16,"10/23/19","Summer",2019,3.238524832,NA,NA,0.208687758,0.641521625,0.989334555,0.200958581,0.401917163,0.146854348,NA
"#50 Ren et al (2023)","LERoundGoby20190424002_YOY",4.89516129,1.408387097,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.5,14.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,62,"10/23/19","Summer",2019,5.896892587,0.12480196,NA,0.366605756,0.998415676,1.076416901,0.319805021,0.475807471,0.156002449,NA
"#50 Ren et al (2023)","LERoundGoby20190424003_YAOLD_avg",8.05,7.251875,NA,"YAO",NA,NA,-24.6,13.6,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,16,"10/23/19","Summer",2019,3.085191737,NA,NA,0.183027862,0.6186143,0.761091188,0.227159901,0.355202121,0.135480363,NA
"#50 Ren et al (2023)","LERoundGoby20190424003_YOY",4.733870968,1.295806452,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-24.5,14.1,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,62,"10/23/19","Summer",2019,6.094434254,0.164310727,NA,0.343558794,1.000801703,0.888771662,0.298746777,0.530275529,0.224060083,NA
"#50 Ren et al (2023)","LETroutPerch20190904001",8.27,5.514,NA,NA,NA,NA,-22,14.2,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Trout-perch","Trout-perch","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,11.77130485,0.621137064,NA,1.386196131,0.969579807,1.18167539,0.37116727,0.310568532,0.227245267,NA
"#50 Ren et al (2023)","LETroutPerch20190904002",8.56,6.047,NA,NA,NA,NA,-22,14.2,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Trout-perch","Trout-perch","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,12.88731511,0.495954984,NA,1.64566881,1.217344051,0.991909968,0.41329582,0.368209003,0.187861736,NA
"#50 Ren et al (2023)","LETroutPerch20190904003",8.78,5.903,NA,NA,NA,NA,-22,14.2,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Trout-perch","Trout-perch","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,11.33702292,0.644313563,NA,1.303106082,1.10764017,0.919413736,0.470566085,0.354734434,0.238902782,NA
"#50 Ren et al (2023)","LEWalleye20190904F001",43.2,718,0,NA,NA,3,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,15.98717499,0.306708393,NA,0.222363585,0.828112661,0.912457469,0.513736558,0.651755335,0.42939175,NA
"#50 Ren et al (2023)","LEWalleye20190904F002",48.4,1017,1,NA,NA,4,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,21.32154419,0.33521989,NA,0.226078531,1.075821974,0.849743443,0.366403136,0.678235592,0.33521989,NA
"#50 Ren et al (2023)","LEWalleye20190904F003",47.5,1013,1,NA,NA,5,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,17.62912722,0.381044214,NA,0.303280089,1.384201431,1.112026992,0.474361165,0.61433659,0.342162152,NA
"#50 Ren et al (2023)","LEWalleye20190904F004",49.1,1138,1,NA,NA,7,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,12.27423721,0.258725397,NA,0.167410551,0.585936928,0.882710178,0.403307236,0.540279505,0.334821102,NA
"#50 Ren et al (2023)","LEWalleye20190904F005",43.3,823,0,NA,NA,4,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,17.69156415,0.44288225,NA,0.19771529,0.964850615,0.972759227,0.458699473,0.5456942,0.34797891,NA
"#50 Ren et al (2023)","LEWalleye20190904F006",44.5,826,0,NA,NA,4,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,14.5886684,0.22340993,NA,0.148939953,0.513842838,0.588312814,0.402137873,0.446819859,0.290432908,NA
"#50 Ren et al (2023)","LEWalleye20190904F007",44.9,956,1,NA,NA,5,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,20.72309579,0.262872251,NA,0.508219685,0.955102512,0.963864921,0.271634659,0.587081361,0.245347434,NA
"#50 Ren et al (2023)","LEWalleye20190904F008",46.8,1038,0,NA,NA,5,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,16.32097242,0.382896714,NA,0.191448357,0.717931338,0.949264769,0.366942684,0.510528951,0.32705761,NA
"#50 Ren et al (2023)","LEWalleye20190904F009",44.6,825,0,NA,NA,4,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"10/9/19","Summer",2019,26.51152043,0.386901127,NA,0.606731313,1.275015079,1.450879227,0.518799239,0.817768292,0.404487542,NA
"#50 Ren et al (2023)","LEWalleye20190904F010LD_avg",42.9,775,0,NA,NA,4,-21.7,15.3,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",2,1,"10/9/19","Summer",2019,13.37553372,0.238062479,NA,0.135243218,0.569790349,0.658520909,0.282785655,0.403479044,0.271560124,NA
"#50 Ren et al (2023)","LEWhitePerch20190424001",8.475,7.2775,NA,NA,NA,NA,-23.5,14.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,4,"10/23/19","Summer",2019,26.2286845,0.314295221,NA,0.501375709,1.683724397,1.668757958,0.404093855,0.32177844,0.089798635,NA
"#50 Ren et al (2023)","LEWhitePerch20190424001_YOY",7.582608696,5.44826087,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.2,13.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,23,"10/28/19","Summer",2019,19.68583428,0.236230011,NA,0.42521402,1.299265062,1.362259732,0.385842352,0.354345017,0.0695966666729556,NA
"#50 Ren et al (2023)","LEWhitePerch20190424002",7.96,6.362,NA,NA,NA,NA,-23.5,14.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/23/19","Summer",2019,27.173595,0.41913,NA,0.729596667,1.917131667,1.567856667,0.60541,0.403606667,0.147471667,NA
"#50 Ren et al (2023)","LEWhitePerch20190424002_YOY",7.516666667,5.4975,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.2,13.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,24,"10/28/19","Summer",2019,14.84421494,0.179476654,NA,0.366431502,1.084338119,0.889905077,0.396344278,0.276693175,0.089738327,NA
"#50 Ren et al (2023)","LEWhitePerch20190424003",7.96,6.058,NA,NA,NA,NA,-23.5,14.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/23/19","Summer",2019,20.45675184,0.239961898,NA,0.419933322,1.372282107,1.267298776,0.382439276,0.314949992,0.0643552975097094,NA
"#50 Ren et al (2023)","LEWhitePerch20190424003_YOY",7.216666667,4.935833333,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.2,13.7,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,24,"10/28/19","Summer",2019,14.28550632,0.232834225,NA,0.36051751,1.081552529,1.179192688,0.315452821,0.307942039,0.0551960303729982,NA
"#50 Ren et al (2023)","LEWhitePerch20190904001LD_avg",8.21,7.282,NA,NA,NA,NA,-21.7,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,10,"9/24/19","Summer",2019,54.44618934,0.32889716,NA,0.916189117,2.008729031,1.014887156,0.603110971,0.485644989,0.18403257,NA
"#50 Ren et al (2023)","LEWhitePerch20190904002",8.16,7.26,NA,NA,NA,NA,-21.7,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,56.69358284,0.296188845,NA,1.032863666,1.959403131,0.812620678,0.470864318,0.440485975,0.14429713,NA
"#50 Ren et al (2023)","LEWhitePerch20190904003",7.727272727,6.207272727,NA,NA,NA,NA,-21.7,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","White perch","White perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,11,"9/24/19","Summer",2019,54.74584838,0.310453635,NA,0.885928667,2.00659057,0.976793145,0.499754633,0.492182593,0.151440798,NA
"#50 Ren et al (2023)","LEYellowPerch20190424001_YOY",7.164864865,2.985945946,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.3,14.4,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,37,"10/28/19","Summer",2019,7.229911257,0.0695075736306439,NA,0.315620491,0.609220949,0.682621063,0.132120206,0.20552032,0.10276016,NA
"#50 Ren et al (2023)","LEYellowPerch20190424002_YOY",6.740540541,2.814324324,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.3,14.4,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,37,"10/28/19","Summer",2019,9.220829187,0.11721393,NA,0.359456053,0.750169154,0.976782753,0.171913765,0.312570481,0.11721393,NA
"#50 Ren et al (2023)","LEYellowPerch20190424003_YOY",6.702702703,2.862972973,NA,"Juvenile (YOY)","Juvenile/Immature",NA,-23.3,14.4,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,37,"10/28/19","Summer",2019,7.667021795,0.153801841,NA,0.330673959,0.684418194,0.907430864,0.130731565,0.269153223,0.052751198460737,NA
"#50 Ren et al (2023)","LEYellowPerch20190904001",8.03,5.541,NA,NA,NA,NA,-21.6,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,85.90581664,0.509212954,NA,2.458543794,2.538108318,1.280988838,0.731993621,0.564908121,0.318258096,NA
"#50 Ren et al (2023)","LEYellowPerch20190904002",7.93,5.755,NA,NA,NA,NA,-21.6,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,81.20365651,0.582434682,NA,2.115157531,2.322075115,1.502068391,0.620752754,0.528789383,0.291217341,NA
"#50 Ren et al (2023)","LEYellowPerch20190904003",7.84,5.432,NA,NA,NA,NA,-21.6,14.4,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,10,"9/24/19","Summer",2019,69.91235122,0.41724878,NA,2.047609756,2.078517073,1.074029268,0.502243902,0.502243902,0.285892683,NA
