"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Age..Years.","d13C","d15N","Waterbody","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Tissue","n_samples","n_indiv","Collection.Date","Sampling.Year","PFBS","PFHxS","PFOS","PFDS","PFEtCHxS","FBSA","PFOSA","NMeFOSA","NEtFOSA","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFHxDA","PFODA","PFPeDA","X8.2.FTUCA","X10.2.FTUCA","X6.6.PFPIA","X6.8.PFPIA","X6.2.diPAP","X8.2.diPAP","PFHpS","Gen.X","PFPrS","PFPeS","PFNS","Cl.PFOS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X6.2.FTCA","X8.2.FTCA","X10.2.FTCA","X6.2.FTOH","X8.2.FTOH","X10.2.FTOH","NMeFOSE","NEtFOSE","X8.2.Cl.PFESA","ADONA","X6.2.Cl.PFESA","NEtFOSAA","NMeFOSAA","PFDoS","X8.8.PFPIA","X6.10.PFPIA","X8.10.PFPIA","X6.12.PFPIA","X3.3.FTCA","X5.3.FTCA","X7.3.FTCA","FHUEA","FOUEA","FDUEA","FHxSA","NMeFBSA","FOSAA","X10.2.FTSA","PFHxPA","PFOPA","PFHxSAm","PFOSAm","PFHxSAmS","PFOSAmS","PFOANO","PFOSNO","PFOAB","PFOSB","X5.3.FTB","X5.1.2.FTB","X6.2.FTAB"
"#65 Kannan et al (2001)","#65KANNAN 13",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,"Aves","Double-crested cormorant","Plasma",1,1,"7/25/91",1991,NA,NA,"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 14",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,"Aves","Double-crested cormorant","Plasma",1,1,"7/25/91",1991,NA,NA,"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 15",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,"Aves","Herring gull","Plasma",1,1,"7/29/91",1991,NA,NA,"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 16",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,"Aves","Herring gull","Plasma",1,1,"7/29/91",1991,NA,NA,"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 17",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,"Aves","Ring-billed gull","Egg yolk",1,1,"6/9/95",1995,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 18",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,"Aves","Ring-billed gull","Egg yolk",1,1,"6/9/95",1995,NA,NA,"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 19",NA,NA,NA,NA,NA,NA,NA,"Lake Huron",NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,"Aves","Ring-billed gull","Egg yolk",1,1,"6/9/95",1995,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 20",NA,NA,1,"Nestling",0.15890411,NA,NA,"Lake Huron",NA,"Devil's Lake, Alpena, MI",44.98729975,-83.49714015,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/8/93",1993,NA,NA,"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 21",NA,NA,0,"Nestling",0.115068493,NA,NA,"Lake Huron",NA,"Roach Point, Chippewa, MI",46.17994648,-84.17552585,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/8/93",1993,NA,NA,"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 22",NA,NA,0,"Nestling",0.115068493,NA,NA,"Lake Michigan",NA,"Sucker Creek, Mackinac, MI",46.08866959,-85.30292847,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/15/93",1993,NA,NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 23",NA,NA,0,"Nestling",NA,NA,NA,"Lake Superior",NA,"Rabbit Bay, Houghton County, MI",47.06367133,-88.35655789,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/7/92",1992,NA,NA,"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 24",NA,4700,0,"Nestling",0.142465753,NA,NA,"Lake Michigan",NA,"Caulkins Creek, Otsego, MI",42.42288861,-85.7283088,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/4/90",1990,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 25",NA,3400,0,"Nestling",0.120547945,NA,NA,"Lake Michigan",NA,"Harding Creek, Montgomery County, MI",45.44856669,-87.67316355,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/6/90",1990,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 26",NA,3200,1,"Nestling",0.115068493,NA,NA,"Lake Michigan",NA,"Boney Falls, Marquette, MI",45.98834071,-87.2704516,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/5/91",1991,NA,NA,"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 27",NA,3700,0,"Nestling",0.123287671,NA,NA,"Lake Michigan",NA,"Seney National Wildlife Refuge, Schoolcraft County, MI",46.2160653,-85.97291247,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/18/91",1991,NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 28",NA,4300,0,"Nestling",0.136986301,NA,NA,"Lake Michigan",NA,"Pine River, WI",44.15173631,-89.07165366,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/13/91",1991,NA,NA,"2220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 29",NA,3400,0,"Nestling",0.131506849,NA,NA,"Lake Michigan",NA,"Menard Is., WI",43.54201363,-89.56109089,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/13/91",1991,NA,NA,"2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 31",NA,3400,0,"Nestling",0.131506849,NA,NA,"Lake Michigan",NA,"Lake George, Clare County, MI",43.96070939,-84.94409357,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/31/93",1993,NA,NA,"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 32",NA,NA,0,"Nestling",0.106849315,NA,NA,"Lake Huron",NA,"Swan Lake, Presque Isle County, Great Lakes, MI",45.39877324,-83.73867384,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/7/93",1993,NA,NA,"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 33",NA,NA,1,"Nestling",0.18630137,NA,NA,"Lake Huron",NA,"Mio Pond, Oscoda County, MI",44.6614639,-84.15850383,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/29/93",1993,NA,NA,"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 34",NA,NA,0,"Nestling",NA,NA,NA,"Lake Superior",NA,"Marquette, MI, Lake Superior",46.5942856,-87.47297773,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/21/92",1992,NA,NA,"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 35",NA,3500,0,"Nestling",0.134246575,NA,NA,"Lake Michigan",NA,"Gene's Pond, Dickinson County, MI",46.07050772,-87.86072025,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/5/91",1991,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 36",NA,3200,0,"Nestling",0.101369863,NA,NA,"Lake Superior",NA,"Dog Lake/Lake St. Kathryn, Iron County, MI",46.38562384,-88.72837618,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/9/91",1991,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 37",NA,NA,1,"Nestling",0.15890411,NA,NA,"Lake Huron",NA,"N. Branch Au Sable River, Ostego County, MI",44.94398236,-84.63122715,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/1/93",1993,NA,NA,"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 38",NA,NA,0,"Nestling",0.109589041,NA,NA,"Lake Huron",NA,"Woods Lake/Twin Lake, Roscommon County, MI",44.23932864,-84.48087605,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/22/93",1993,NA,NA,"<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 39",NA,NA,0,"Nestling",0.109589041,NA,NA,"Lake Erie",NA,"Pt. Movillee, Monroe County, MI",42.01771109,-83.22036187,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/14/93",1993,NA,NA,"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 40",NA,NA,NA,"Nestling",NA,NA,NA,"Lake Michigan",NA,"MSU veterinary clinic (deformed)",42.72277909,-84.47078835,NA,NA,"Aves","Bald eagle","Plasma",1,1,"9/7/93",1993,NA,NA,"243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 41",NA,NA,NA,"Nestling",NA,NA,NA,"Lake Michigan",NA,"MSU veterinary clinic (deformed)",42.72277909,-84.47078835,NA,NA,"Aves","Bald eagle","Plasma",1,1,"10/11/93",1993,NA,NA,"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 42",NA,NA,NA,"Nestling",NA,NA,NA,"Lake Michigan",NA,"MSU veterinary clinic (deformed)",42.72277909,-84.47078835,NA,NA,"Aves","Bald eagle","Plasma",1,1,"9/7/93",1993,NA,NA,"289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 44",NA,NA,0,"Nestling",0.112328767,NA,NA,"Lake Huron",NA,"Wakeley Lake, Crawford County, MI",44.63705423,-84.51430978,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/31/93",1993,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 45",NA,NA,1,"Nestling",0.147945205,NA,NA,"Lake Huron",NA,"Bamfield Pond, Alcona County, MI",44.57425458,-83.81761471,NA,NA,"Aves","Bald eagle","Plasma",1,1,"5/29/93",1993,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 47",NA,4800,1,"Nestling",NA,NA,NA,"Lake Michigan",NA,"Wellston, Manistee County, MI",44.21846132,-85.96404495,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/5/92",1992,NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 48",NA,4700,1,"Nestling",0.147945205,NA,NA,"Lake Superior",NA,"Devil's Is., Lake Superior, WI",47.0724552,-90.72612226,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/24/92",1992,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 49",NA,NA,0,"Nestling",0.183561644,NA,NA,"Lake Erie",NA,"Mud Creek, Ottawa, OH",41.47251193,-83.09905057,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/22/92",1992,NA,NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#65 Kannan et al (2001)","#65KANNAN 50",NA,NA,1,"Nestling",0.180821918,NA,NA,"Lake Erie",NA,"White's Landing, OH",41.42855988,-82.90253868,NA,NA,"Aves","Bald eagle","Plasma",1,1,"6/4/92",1992,NA,NA,"328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021617_LOLT_2005_001_R1   Sample ID",63,3015,0.4,NA,4.8,NA,NA,"Lake Ontario",NA,"North Hamlin",43.41666667,-77.91666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","1.086","143.288","2.674",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.323","1.767","2.324","0.632","1.384","0.250","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
