"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#48 George et al (2023)","YEP M SR3",20.7,135,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,7.28,NA,NA,0.0583536794350153,0.0884205698100697,0.043785001141612,0.0768571756827296,0.427815683896679,0.0602459881758139,NA
"#48 George et al (2023)","WAE M DR1",47.5,992,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,12.9,NA,NA,0.0770601856733582,0.913,0.862335499272448,0.0805083940824293,0.0662016078075344,0.0714639478742367,NA
"#48 George et al (2023)","WAE M DR2",47.5,992,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,11.3,NA,NA,0.0476825428851191,0.797,0.695552357165548,0.0884069530705563,0.818699948652181,0.0747767531186327,NA
"#48 George et al (2023)","WAE M DR3",47.5,992,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,29.6,NA,NA,0.0505074478032148,0.0707663109864843,0.0596276505913122,0.0781887805823101,0.0577326181489479,0.0765972610248802,NA
"#48 George et al (2023)","WAE M SCR1",43.2,731,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,11.6,NA,NA,0.457,0.457,0.60696867307803,0.457,0.777600488338888,0.457,NA
"#48 George et al (2023)","WAE M SCR4",43.2,731,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,3.9,NA,NA,0.0982,0.0982,0.131962581926087,0.0982,0.188436274683989,0.11,NA
"#48 George et al (2023)","WAE M SCR5",43.2,731,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,3.97,NA,NA,0.0961,0.0961,0.102171939523002,0.0961,0.184369781723875,0.0961,NA
"#49 Conard et al (2022)","360M",36,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,6.6,0.000453553875495823,NA,0.0464131879224079,0.185938075615435,0.0352270595553961,0.0286646602833717,0.0113156847433254,0.0117700005722095,NA
"#49 Conard et al (2022)","380M",38,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,3.6,0.00083008309538335,NA,0.0888710732173057,0.233571865321453,0.171873690087501,2.47,0.0146628329946198,0.0120382201692939,NA
"#49 Conard et al (2022)","405M",40.5,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,3.9,0.0005485450721868,NA,0.0853843618440985,0.58,0.05515710144549,0.0250783477491089,0.0117662638155635,0.00966172754797033,NA
"#49 Conard et al (2022)","480F",48,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000421548562103045,0.00051618988579034,NA,0.057575381608346,0.0222560674647289,0.0223320311387307,0.0243302676147132,0.0109680313971039,0.0101437532178449,NA
"#49 Conard et al (2022)","480F-E",48,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,89.4,0.000732580434674283,NA,0.0516262123088562,0.0748674299076733,0.0376107427748512,0.0245600311873609,0.0116065006502944,0.0124870133088031,NA
"#49 Conard et al (2022)","490F",49,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000461004169783385,0.000589894369774722,NA,0.0277390175547065,0.0364936117298731,0.0240821079722666,0.014844423594598,0.013465552468583,0.00960929944949454,NA
"#49 Conard et al (2022)","490F-E",49,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,96.1,0.000848294562557051,NA,0.0829047575598316,0.47,0.52,0.0274662744711947,0.0114755814250882,0.012717832680691,NA
"#49 Conard et al (2022)","495M",49.5,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2,0.000630131378666019,NA,0.0496367343913903,0.0515076916855669,0.0397286827099691,0.0269911617254906,0.0103994827306621,0.0114496989191996,NA
"#49 Conard et al (2022)","505F",50.5,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.3,0.000461543265917252,NA,0.0681097883548569,0.0622427937510812,0.0294228898060849,0.0212942280306114,0.011354484278399,0.00893248737390777,NA
"#49 Conard et al (2022)","505F-E",50.5,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,1.6,0.000642367083530082,NA,0.0813198841935811,0.0461844236850767,0.0285281132276883,0.0279760300935682,0.0116822653078819,0.0119008694792543,NA
"#49 Conard et al (2022)","510F",51,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000421548562103045,0.000844728297029646,NA,0.0133409421007727,0.0162791999945507,0.00597578355684734,0.0118725537512424,0.0111452811132793,0.0104287789954843,NA
"#49 Conard et al (2022)","510F-E",51,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,0.000421548562103045,0.000484152414553594,NA,0.0193786905698833,0.0397458345047857,0.0107957240532129,0.0191530448036785,0.00849825380753999,0.0102785269780195,NA
"#49 Conard et al (2022)","520M",52,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.3,0.000430819683453739,NA,0.078929320590506,0.0535460697233685,0.0450520698263212,0.0200178203534503,0.0122812364126477,0.00841203454784414,NA
"#49 Conard et al (2022)","539M",53.9,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,6.8,0.000654314542998746,NA,0.0744738326370523,0.0682474316967006,0.0429319743596987,0.026036753976927,0.00847602042839324,0.012256145828746,NA
"#49 Conard et al (2022)","540M",54,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,1.5,0.000859061165492696,NA,0.0778254425651154,0.155722540839633,0.0482922958829314,0.48,0.0117701508374352,0.0118079002162796,NA
"#49 Conard et al (2022)","545M",54.5,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.4,0.000601958719609638,NA,0.0549119074497775,0.048219559170858,0.0211739953330802,0.0221738582236498,0.00802175019271576,0.0132637321181236,NA
"#49 Conard et al (2022)","560M",56,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,11,0.00068832789995888,NA,0.119154939780474,0.248303075985422,0.0557497917487178,1.91,0.0142281266275903,0.0135112129573188,NA
"#49 Conard et al (2022)","590M",59,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,7.2,0.000574444189667238,NA,0.289147619138358,0.246081493108688,0.0543630489733198,1.13,0.0114633116670187,0.014196120594568,NA
"#49 Conard et al (2022)","600M",60,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,5.6,0.000704436007371163,NA,0.116793704117475,0.0707302101711674,0.0535271727722945,1.59,0.01547908482584,0.0126868358910955,NA
"#49 Conard et al (2022)","630F",63,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,8,0.000736793351285006,NA,0.0983232812950053,0.176884854119511,0.0475460116755311,0.018291485994264,0.0103513945686911,0.00935013294583604,NA
"#49 Conard et al (2022)","630F-E",63,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,147,0.000868489435267156,NA,1.49,2.13,2.23,7.94,1.34,0.0116788739502222,NA
"#49 Conard et al (2022)","640F",64,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Kewaunee River",44.45845187,-87.54198355,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,4.1,0.000746597894713691,NA,0.0609049251008786,0.22202919582204,0.054155159681755,0.7,0.0127243481434589,0.0109021801574593,NA
"#49 Conard et al (2022)","640F-E",64,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Kewaunee River",44.45845187,-87.54198355,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,55.7,0.000743962991818375,NA,1.27,0.91,0.83,0.62,0.79,0.012713659713893,NA
"#49 Conard et al (2022)","650M",65,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,6.9,0.000749617348636299,NA,0.053164102051382,0.0468919961125463,0.0377210617900285,0.0243902685768215,0.0101626300917995,0.0106338904885434,NA
"#49 Conard et al (2022)","672M",67.2,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,23.7,0.000819904319220519,NA,0.0991357226620015,1.5,0.0607898287409957,4.51,0.0141034094712065,0.0116327650084519,NA
"#49 Conard et al (2022)","675F",67.5,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,6,0.000717883997030913,NA,0.322831749244854,0.0747871587822133,0.0542763898047616,2.03,0.0135111912147743,0.0121739218013636,NA
"#49 Conard et al (2022)","675F-E",67.5,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,110.3,0.000788212571127203,NA,1.29,1.29,1.18,6.47,0.94,0.43,NA
"#49 Conard et al (2022)","676F",67.6,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2.8,0.00062649069922004,NA,0.0786040966416176,0.070130599220976,0.0486923634596091,0.0237653610712656,0.0102874132817522,0.0106523343614598,NA
"#49 Conard et al (2022)","676F-E",67.6,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,197.1,0.000675855825391415,NA,0.0640175758788704,0.0714212220084666,0.51,0.0297544107672969,0.0141046798488456,0.0123720717455453,NA
"#49 Conard et al (2022)","696M",69.6,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,11,0.00062750302940519,NA,0.108215260945315,0.0689566500079983,0.0581864366270103,0.44,0.0108313322441266,0.0133950142762966,NA
"#49 Conard et al (2022)","700M",70,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2.5,0.000814473224067127,NA,0.0833093269582807,0.0449791647145342,0.034564709130528,0.0264782315704483,0.00820564988606227,0.0105402902021512,NA
"#49 Conard et al (2022)","705M",70.5,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,20.8,0.000497386858024003,NA,0.176143670211075,0.48,0.137931881983279,0.36,0.0135512162843313,0.0136953995980904,NA
"#49 Conard et al (2022)","719F",71.9,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2,0.000583484002265618,NA,0.0795198866809675,0.134774875173923,0.038739407908945,0.023697635376341,0.0122537393717262,0.0110661086372375,NA
"#49 Conard et al (2022)","719F-E",71.9,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,105.9,0.000739904058184477,NA,1.15,2.03,2.19,5.92,1.03,0.0135097957996283,NA
"#49 Conard et al (2022)","730M",73,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,5.4,0.000694447470476938,NA,0.0897424688964888,0.0604608351916792,0.0380343940012752,0.018273286218146,0.00878108663063558,0.0127655868507826,NA
"#49 Conard et al (2022)","735M",73.5,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Kewaunee River",44.45845187,-87.54198355,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,7,0.000962151284774957,NA,0.100593044173667,0.074043209938924,0.052613641359611,1.55,0.0127106076679138,0.0129996137486571,NA
"#49 Conard et al (2022)","740F",74,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,1.3,0.000608822521991045,NA,0.0917898040830533,0.048409846610982,0.0348167551574047,0.0217401250049882,0.0100923602098407,0.00938513923306722,NA
"#49 Conard et al (2022)","740F-E",74,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,0.8,0.000698256093952319,NA,0.0683225681733769,0.0474824073303355,0.0355034364055953,0.0220602938101539,0.00947228397474015,0.0103752820817334,NA
"#49 Conard et al (2022)","810F",81,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2.7,0.000771270961796349,NA,0.0994622224096664,0.0704939742145556,0.0589114727196364,1.72,0.0129736304136479,0.0108833030125601,NA
"#49 Conard et al (2022)","810F-E",81,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,164.8,1.3,NA,2.38,6.03,4.07,1.43,2.99,0.0141033611872009,NA
"#49 Conard et al (2022)","830F",83,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000421548562103045,0.00082677955220629,NA,0.0332344789766809,0.014728121523541,0.0117143622186245,0.0222725073343941,0.00779259655938066,0.0117847248195893,NA
"#49 Conard et al (2022)","830F-E",83,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,157.7,0.00082586650713712,NA,0.0681235255969035,2.24,0.0552534522866489,0.0267949567227807,0.0122901930659203,0.0127866024622738,NA
"#49 Conard et al (2022)","840F",84,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000375336006930166,0.000818092690034473,NA,0.0590804922299328,0.112390933451779,0.0458444677229479,0.43,0.0146301572558677,0.0112537083003709,NA
"#49 Conard et al (2022)","840F-E",84,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,52.9,0.3,NA,1.03,1.58,1.77,1.13,1.85,0.0138975213231168,NA
"#49 Conard et al (2022)","BR510M",51,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,4.5,0.000746182575667308,NA,0.179838356489582,0.190727809399815,0.0577746941663509,0.0573200299117969,0.0100438459741063,0.0120173847649008,NA
"#49 Conard et al (2022)","BR550F",55,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000273772586723587,0.000721376106773827,NA,0.0568816481062478,0.0616007327859376,0.045112688297612,0.96,0.0109942550536316,0.0139128964284899,NA
"#49 Conard et al (2022)","BR550F-E",55,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,143.6,0.00080578914500585,NA,0.95,1.71,1.42,1.37,0.9,0.013107719467042,NA
"#49 Conard et al (2022)","BR680M",68,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Boardman River",44.7201789,-85.61941633,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,8,0.000775691920069507,NA,0.309130207604679,0.24634239533972,0.0575911427126378,0.62,0.0127374399503193,0.0108537534431684,NA
