Author..Citation.,Sample.ID,Total.Length..cm.,Total.Weight..g.,Sex.Ratio,Maturity,Revised_Maturity,Age..Years.,d13C,d15N,Waterbody,Water_Level,Waterbody_Type,Region,Location,Latitude,Longitude,Latitude.2,Longitude.2,Class,Species,Revised_Species,Trophic_Level,Tissue,Revised_Tissue,Composite,n_samples,n_indiv,Collection.Date,Season,Sampling.Year,PFOS,PFDS,PFEtCHxS,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFPeDA
#58 De Solla et al (2012),#58DESOLLA 9,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 2,43.12598048,-79.91559359,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,376.8,0.119904451,12.1,44.6,8.4,2,0.9,0.6,0.2,NA
#58 De Solla et al (2012),#58DESOLLA 10,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 3,43.11706572,-79.89978358,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,49.2,0.6,2.9,7.3,2.8,1.1,0.1,0.05,0.2,NA
#58 De Solla et al (2012),#58DESOLLA 11,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 4,43.11539392,-79.88978227,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,169.8,0.7,5.3,15.3,5.8,2.6,0.2,0.1,0.2,NA
#58 De Solla et al (2012),#58DESOLLA 12,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,2,NA,10/15/10,Summer,2010,721.4,0.08876607,8.2,65.5,12.3,3.8,0.2,0.2,0.2,NA
#58 De Solla et al (2012),#58DESOLLA 13,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 6,43.11130363,-79.88138966,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,6,NA,10/15/10,Summer,2010,455.4,0.2,2.9,48,13,4.5,1,0.6,0.4,NA
#58 De Solla et al (2012),#58DESOLLA 14,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,"Station 7, 8",43.1052809,-79.82977449,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,2,NA,10/15/10,Summer,2010,1125.9,0.124691754,2.5,59,51.9,49,7.6,4.1,0.9,NA
#58 De Solla et al (2012),#58DESOLLA 15,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 10,43.05134392,-79.74830727,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,210.6,0.102795204,0.1,12.2,4.6,1.4,0.6,0.1,0.4,NA
#58 De Solla et al (2012),#58DESOLLA 16,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 11,43.04324201,-79.68431508,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,287.2,0.080765989,0.1,7.9,3.6,1.2,0.5,0.1,0.2,NA
#58 De Solla et al (2012),#58DESOLLA 17,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,"Station 12, 13, 14 and 15",43.15736172,-79.85929031,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,9,NA,10/15/10,Summer,2010,19.1,0.1,0.3,7,4,1.3,0.5,0.3,0.3,NA
#58 De Solla et al (2012),#58DESOLLA 18,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 16,43.09202372,-79.82852054,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,2,NA,10/15/10,Summer,2010,65.7,0.3,0.05,15.6,7.8,1.4,0.7,0.1,0.8,NA
#58 De Solla et al (2012),#58DESOLLA 19,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 17,43.07701446,-79.82574934,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,1,NA,10/15/10,Summer,2010,169.7,0.14416817,0.08,7.5,6.8,1.4,0.9,0.8,0.5,NA
#58 De Solla et al (2012),#58DESOLLA 20,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,"Shrimp, water fleas, and allies",Amphipods,Amphipods (principally Gammarus and Hyalella),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,2,NA,10/15/10,Summer,2010,721.35,0.12391925,8.19,65.51,12.31,3.77,0.21,0.18,0.23,NA
#58 De Solla et al (2012),#58DESOLLA 21,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,Insecta,Damselfly,Aquatic insects,Primary Consumer,Bulk composite,Whole organism homogenate,Yes,2,NA,10/15/10,Summer,2010,170.32,0.029830608,0.47,5.08,1.31,0.35,0.168288451,0.128162348,0.167173264,NA
#58 De Solla et al (2012),#58DESOLLA 22,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,"Shrimp, water fleas, and allies",Caridea shrimp,Freshwater shrimp (Caridea and Mysida),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,3,8,10/15/10,Summer,2010,157.46,0.116053729,NA,3.89,1.18,0.5,0.128471971,0.15510738,0.05950385,NA
#58 De Solla et al (2012),#58DESOLLA 23,NA,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 3,43.11706572,-79.89978358,NA,NA,"Shrimp, water fleas, and allies",Caridea shrimp,Freshwater shrimp (Caridea and Mysida),Primary Consumer,Bulk composite,Whole organism homogenate,Yes,3,8,10/15/10,Summer,2010,75.51,0.052136159,NA,0.78,0.39,0.07,0.070448887,0.076479817,0.063853101,NA
#58 De Solla et al (2012),#58DESOLLA 24,NA,NA,NA,Juvenile,Juvenile/Immature,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,Pisces,Sunfish,Sunfish,Tertiary Consumer,Composite whole fish homogenate,Whole organism homogenate,Yes,1,2,10/15/10,Summer,2010,507.93,0.109571641,6.1,3.76,4.85,1.33,0.194640604,0.174183199,0.174410652,NA
#58 De Solla et al (2012),#58DESOLLA 25,NA,NA,NA,Juvenile,Juvenile/Immature,NA,NA,NA,Lake Ontario,74.67,Inland waters,NA,Station 5,43.11133637,-79.88188546,NA,NA,Pisces,Bullhead,Bullhead (Ameiurus sp.),Tertiary Consumer,Composite whole fish homogenate,Whole organism homogenate,Yes,1,1,10/15/10,Summer,2010,350.83,0.110744776,NA,10.82,11.64,5.26,1.55,0.1898888,0.138939948,NA
#6 Custer et al (2009),35-1,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,270,3.89,NA,2.58,7.25,26.37,7.19,NA,NA,NA
#6 Custer et al (2009),35-10,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,202,11.31,NA,0.98,2.6,7.89,3.36,NA,NA,NA
#6 Custer et al (2009),35-2,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,429,21.67,NA,0.4,3.58,9.8,8.8,NA,NA,NA
#6 Custer et al (2009),35-3,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,107,17.54,NA,0.64,5.05,8.06,5.1,NA,NA,NA
#6 Custer et al (2009),35-4,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,9827,34.64,NA,1.07,9.32,33.79,17.32,NA,NA,NA
#6 Custer et al (2009),35-5,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,104,7.9,NA,0.51,1.46,4.15,5.5,NA,NA,NA
#6 Custer et al (2009),35-6,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,232,5,NA,0.85,2.86,6.09,3.44,NA,NA,NA
#6 Custer et al (2009),35-7,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,48,0.43,NA,0.47,1.21,6.67,1.46,NA,NA,NA
#6 Custer et al (2009),35-8,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,108,NA,NA,1.06,1.54,5.86,1.74,NA,NA,NA
#6 Custer et al (2009),35-9,NA,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.7,Lake,NA,Indiana Dunes Heron Colony,41.62690268,-86.96416137,NA,NA,Aves,Great blue heron,Great blue heron,Piscivorous/Insectivorous Bird,Eggs,Eggs,No,1,1,4/28/93,Winter,1993,468,28.84,NA,0.51,1.82,9.05,4.02,NA,NA,NA
#63 Custer et al (2014),NBLPlasma,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.21,Inland waters,NA,North Bass Lake,46.1906222,-89.95807222,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Composite plasma,Blood,Yes,5,NA,NA,NA,2008,6.23,NA,NA,2.68,0.79,1.74,0.283088638,NA,NA,NA
#63 Custer et al (2014),SLPlasma,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.21,Inland waters,NA,Star Lake,46.0241278,-89.47021389,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Composite plasma,Blood,Yes,5,NA,NA,NA,2008,20,NA,NA,15.5,2.64,5.07,0.74,NA,NA,NA
#64 Route et al (Unpublished),GLKN2011BE02,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.09,Lake,APIS,Saxine Creek,46.88812893,-91.04288571,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Egg albumen,Eggs,No,1,1,NA,NA,2011,280,2.5,NA,4.4,4.8,9.2,2.8,10,2,NA
#64 Route et al (Unpublished),GLKN2015BE01,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Inland waters,U-SACN,Big Island (a),46.08035396,-92.21843734,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Egg albumen,Eggs,No,1,1,NA,NA,2015,80,1.9,NA,3.3,5.1,9.9,2.4,3.1,1.5,NA
#65 Kannan et al (2001),#65KANNAN 01,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Gull Is., Geo Bay",44.71108923,-80.03786359,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/18/91,Summer,1991,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 02,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.35,Lake,NA,"Hyrn Island, Lake Superior",48.00968112,-88.77082462,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/29/91,Summer,1991,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 03,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/25/91,Summer,1991,164,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 04,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/25/91,Summer,1991,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 05,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.35,Lake,NA,"Otter Island, Lake Superior",46.99561104,-90.69378044,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/29/91,Summer,1991,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 06,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Scarecrow Island, Thunder Bay",44.9118061,-83.32873354,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/4/91,Summer,1991,132,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 07,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,St. Martin Island,45.96158031,-84.57195332,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/13/91,Summer,1991,124,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 08,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,St. Martin Island,45.96158031,-84.57195332,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/13/91,Summer,1991,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 09,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Herring gull,Herring gull,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/29/91,Summer,1991,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 10,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Herring gull,Herring gull,Piscivorous/Insectivorous Bird,Whole blood,Blood,No,1,1,7/29/91,Summer,1991,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 11,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.35,Lake,NA,"Huron Is., Lake Superior",46.95327909,-87.97343683,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/29/91,Summer,1991,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 12,NA,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.35,Lake,NA,"Huron Is., Lake Superior",46.95327909,-87.97343683,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/29/91,Summer,1991,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 13,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/25/91,Summer,1991,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 14,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Double-crested cormorant,Double-crested cormorant,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/25/91,Summer,1991,372,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 15,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Herring gull,Herring gull,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/29/91,Summer,1991,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 16,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.47,Lake,NA,"Little Charity Is., Lake Huron",44.00261281,-83.46687658,NA,NA,Aves,Herring gull,Herring gull,Piscivorous/Insectivorous Bird,Plasma,Blood,No,1,1,7/29/91,Summer,1991,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 17,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.53,Lake,NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,Aves,Ring-billed gull,Ring-billed gull,Piscivorous/Insectivorous Bird,Egg yolk,Eggs,No,1,1,6/9/95,Summer,1995,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 18,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.53,Lake,NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,Aves,Ring-billed gull,Ring-billed gull,Piscivorous/Insectivorous Bird,Egg yolk,Eggs,No,1,1,6/9/95,Summer,1995,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 19,NA,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.53,Lake,NA,"Sulphur Is., Thunder Bay, Lake Huron",44.98914476,-83.41689722,NA,NA,Aves,Ring-billed gull,Ring-billed gull,Piscivorous/Insectivorous Bird,Egg yolk,Eggs,No,1,1,6/9/95,Summer,1995,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 20,NA,NA,1,Nestling,Juvenile/Immature,0.15890411,NA,NA,Lake Huron,176.7,Inland waters,NA,"Devil's Lake, Alpena, MI",44.98729975,-83.49714015,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/8/93,Summer,1993,388,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 21,NA,NA,0,Nestling,Juvenile/Immature,0.115068493,NA,NA,Lake Huron,176.7,Connecting channel,NA,"Roach Point, Chippewa, MI",46.17994648,-84.17552585,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/8/93,Summer,1993,273,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 22,NA,NA,0,Nestling,Juvenile/Immature,0.115068493,NA,NA,Lake Michigan,176.7,Lake,NA,"Sucker Creek, Mackinac, MI",46.08866959,-85.30292847,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/15/93,Summer,1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 23,NA,NA,0,Nestling,Juvenile/Immature,NA,NA,NA,Lake Superior,183.4,Lake,NA,"Rabbit Bay, Houghton County, MI",47.06367133,-88.35655789,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/7/92,Summer,1992,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 24,NA,4700,0,Nestling,Juvenile/Immature,0.142465753,NA,NA,Lake Michigan,176.35,Inland waters,NA,"Caulkins Creek, Otsego, MI",42.42288861,-85.7283088,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/4/90,Summer,1990,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 25,NA,3400,0,Nestling,Juvenile/Immature,0.120547945,NA,NA,Lake Michigan,176.35,Inland waters,NA,"Harding Creek, Montgomery County, MI",45.44856669,-87.67316355,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/6/90,Summer,1990,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 26,NA,3200,1,Nestling,Juvenile/Immature,0.115068493,NA,NA,Lake Michigan,176.47,Inland waters,NA,"Boney Falls, Marquette, MI",45.98834071,-87.2704516,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/5/91,Summer,1991,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 27,NA,3700,0,Nestling,Juvenile/Immature,0.123287671,NA,NA,Lake Michigan,176.47,Inland waters,NA,"Seney National Wildlife Refuge, Schoolcraft County, MI",46.2160653,-85.97291247,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/18/91,Summer,1991,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 28,NA,4300,0,Nestling,Juvenile/Immature,0.136986301,NA,NA,Lake Michigan,176.47,Inland waters,NA,"Pine River, WI",44.15173631,-89.07165366,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/13/91,Summer,1991,2220,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 29,NA,3400,0,Nestling,Juvenile/Immature,0.131506849,NA,NA,Lake Michigan,176.47,Inland waters,NA,"Menard Is., WI",43.54201363,-89.56109089,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/13/91,Summer,1991,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 31,NA,3400,0,Nestling,Juvenile/Immature,0.131506849,NA,NA,Lake Michigan,176.7,Inland waters,NA,"Lake George, Clare County, MI",43.96070939,-84.94409357,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,5/31/93,Summer,1993,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 32,NA,NA,0,Nestling,Juvenile/Immature,0.106849315,NA,NA,Lake Huron,176.7,Lake,NA,"Swan Lake, Presque Isle County, Great Lakes, MI",45.39877324,-83.73867384,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/7/93,Summer,1993,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 33,NA,NA,1,Nestling,Juvenile/Immature,0.18630137,NA,NA,Lake Huron,176.7,Inland waters,NA,"Mio Pond, Oscoda County, MI",44.6614639,-84.15850383,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,5/29/93,Summer,1993,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 34,NA,NA,0,Nestling,Juvenile/Immature,NA,NA,NA,Lake Superior,183.4,Lake,NA,"Marquette, MI, Lake Superior",46.5942856,-87.47297773,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/21/92,Summer,1992,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 35,NA,3500,0,Nestling,Juvenile/Immature,0.134246575,NA,NA,Lake Michigan,176.47,Inland waters,NA,"Gene's Pond, Dickinson County, MI",46.07050772,-87.86072025,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/5/91,Summer,1991,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 36,NA,3200,0,Nestling,Juvenile/Immature,0.101369863,NA,NA,Lake Superior,183.35,Inland waters,NA,"Dog Lake/Lake St. Kathryn, Iron County, MI",46.38562384,-88.72837618,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/9/91,Summer,1991,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
#65 Kannan et al (2001),#65KANNAN 37,NA,NA,1,Nestling,Juvenile/Immature,0.15890411,NA,NA,Lake Huron,176.7,Inland waters,NA,"N. Branch Au Sable River, Ostego County, MI",44.94398236,-84.63122715,NA,NA,Aves,Bald eagle,Bald eagle,Apex Predator,Plasma,Blood,No,1,1,6/1/93,Summer,1993,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
